player_steamid,tick,player_name,z,entityid,y,x,event_name,round
76561198051880621,10125,Cujura,98.03125,247,-580.941650390625,-924.844482421875,smokegrenade_expired,0
76561198100001022,17243,Luiz,450.03125,474,-1634.506103515625,-2676.4130859375,smokegrenade_expired,0
76561197996437459,17371,【﻿ＰＫ】,98.03125,475,-504.5232849121094,-1023.7761840820312,smokegrenade_expired,0
76561198124241179,18771,Talevor,6.7535481452941895,231,-539.0595703125,-520.0084838867188,smokegrenade_expired,0
76561198340888446,21643,MonsTro,474.28125,231,770.1865234375,-2131.28564453125,smokegrenade_expired,0
76561198397576589,22427,AVARA KÉRABA,458.03125,253,1015.8599243164062,-1998.8070068359375,smokegrenade_expired,0
76561198051880621,26088,Cujura,434.21380615234375,101,-1047.658935546875,-2650.09228515625,smokegrenade_expired,0
76561198051880621,31649,Cujura,434.03125,101,-997.8681640625,-2650.982177734375,smokegrenade_expired,0
76561197996437459,31715,【﻿ＰＫ】,98.03125,311,-468.77813720703125,-1022.3341064453125,smokegrenade_expired,0
76561198100001022,33669,Luiz,433.75775146484375,204,23.026939392089844,-2660.310791015625,smokegrenade_expired,0
76561198000238678,34333,Erick,474.8265686035156,245,338.0423889160156,-3057.6875,smokegrenade_expired,0
76561198340888446,34335,MonsTro,474.26312255859375,166,803.517578125,-2124.511962890625,smokegrenade_expired,0
76561198340888446,39612,MonsTro,128.03125,172,-909.93896484375,-1867.1051025390625,smokegrenade_expired,0
76561197996437459,42430,【﻿ＰＫ】,98.03125,172,-937.5464477539062,-1772.5303955078125,smokegrenade_expired,0
76561198397576589,44414,AVARA KÉRABA,100.03125,253,-95.44828033447266,-1147.519287109375,smokegrenade_expired,0
76561198178993731,44746,Siraissi,98.00873565673828,270,-387.887939453125,-1026.250244140625,smokegrenade_expired,0
76561198100001022,48720,Luiz,450.03125,101,-1643.486328125,-2686.052978515625,smokegrenade_expired,0
76561197996437459,49146,【﻿ＰＫ】,0.7384309768676758,369,-157.01626586914062,-543.7886962890625,smokegrenade_expired,0
76561198124241179,50336,Talevor,8.783368110656738,101,-277.1741943359375,-605.2157592773438,smokegrenade_expired,0
76561198000238678,50510,Erick,434.03125,270,-122.75283813476562,-2760.244873046875,smokegrenade_expired,0
76561198421514418,50940,rodrigaoobrabo,482.03125,302,262.7748107910156,-3196.523193359375,smokegrenade_expired,0
76561198100001022,57077,Luiz,436.4573669433594,407,-1601.0462646484375,-2717.12158203125,smokegrenade_expired,0
76561198051880621,58947,Cujura,482.03125,281,993.719482421875,-1849.6055908203125,smokegrenade_expired,0
76561198000238678,59195,Erick,474.34124755859375,124,299.3487243652344,-3046.7001953125,smokegrenade_expired,0
76561198100001022,62708,Luiz,450.01422119140625,612,-1627.6385498046875,-2683.41748046875,smokegrenade_expired,0
76561197996437459,63014,【﻿ＰＫ】,98.03125,288,-497.7257080078125,-1025.4312744140625,smokegrenade_expired,0
76561198397576589,63064,AVARA KÉRABA,98.03125,272,-247.42474365234375,-993.87646484375,smokegrenade_expired,0
76561198000238678,64496,Erick,15.669759750366211,227,-656.7293701171875,-492.50592041015625,smokegrenade_expired,0
76561198124241179,66156,Talevor,98.03125,203,-529.0635986328125,-928.4659423828125,smokegrenade_expired,0
76561198421514418,67016,rodrigaoobrabo,474.7982177734375,154,413.7000732421875,-3097.68115234375,smokegrenade_expired,0
76561198178993731,68208,Siraissi,482.03125,101,985.1130981445312,-1936.700439453125,smokegrenade_expired,0
76561198100001022,73127,Luiz,450.03125,101,-1639.181640625,-2676.1025390625,smokegrenade_expired,0
76561198000238678,75379,Erick,474.4501037597656,302,441.08367919921875,-2965.558349609375,smokegrenade_expired,0
76561198051880621,78833,Cujura,434.03125,101,-999.8819580078125,-2647.663818359375,smokegrenade_expired,0
76561198397576589,81011,AVARA KÉRABA,434.28125,272,-1353.964599609375,-2331.3369140625,smokegrenade_expired,0
76561198100001022,85620,Luiz,450.03125,614,-1623.1617431640625,-2687.0263671875,smokegrenade_expired,0
76561197996437459,85832,【﻿ＰＫ】,98.03125,272,-484.8254089355469,-1045.672607421875,smokegrenade_expired,0
76561198051880621,85882,Cujura,432.03125,101,-1028.253662109375,-2656.849609375,smokegrenade_expired,0
76561198124241179,88012,Talevor,98.03125,172,-646.1528930664062,-934.6080932617188,smokegrenade_expired,0
76561198397576589,88024,AVARA KÉRABA,434.03125,161,-761.9327392578125,-2537.98876953125,smokegrenade_expired,0
76561198000238678,89336,Erick,3.6430282592773438,167,-978.5288696289062,-1005.6737060546875,smokegrenade_expired,0
76561198421514418,89922,rodrigaoobrabo,474.6174621582031,161,339.8981628417969,-3043.691162109375,smokegrenade_expired,0
76561198100001022,94563,Luiz,450.03125,101,-1644.6610107421875,-2687.035888671875,smokegrenade_expired,0
76561198000238678,95325,Erick,26.547611236572266,302,-916.1168212890625,-866.9580078125,smokegrenade_expired,0
76561197996437459,100675,【﻿ＰＫ】,474.28125,231,831.0292358398438,-2580.830810546875,smokegrenade_expired,0
76561198421514418,103718,rodrigaoobrabo,466.03125,483,-1687.3359375,-2686.610595703125,smokegrenade_expired,0
76561198000238678,104334,Erick,26.290870666503906,307,-963.1150512695312,-747.2764892578125,smokegrenade_expired,0
76561197996437459,104972,【﻿ＰＫ】,27.577289581298828,101,-327.8067932128906,-427.3035888671875,smokegrenade_expired,0
76561198124241179,106328,Talevor,475.2764587402344,166,468.1142272949219,-3109.4609375,smokegrenade_expired,0
76561198100001022,110407,Luiz,450.03125,389,-1647.109130859375,-2686.639404296875,smokegrenade_expired,0
76561198026214582,110677,Connan,6.859261512756348,407,-539.4562377929688,-514.722412109375,smokegrenade_expired,0
76561198051880621,111007,Cujura,12.768289566040039,311,-44.996734619140625,-380.2054443359375,smokegrenade_expired,0
76561198100001022,115243,Luiz,450.0054016113281,101,-1633.05712890625,-2680.056396484375,smokegrenade_expired,0
76561198178993731,117905,Siraissi,482.03125,167,591.7965698242188,-2412.893310546875,smokegrenade_expired,0
76561197996437459,117957,【﻿ＰＫ】,458.03125,173,329.22576904296875,-2547.744873046875,smokegrenade_expired,0
76561198340888446,118331,MonsTro,493.86590576171875,260,982.9794311523438,-2584.704833984375,smokegrenade_expired,0
76561197996437459,124331,【﻿ＰＫ】,482.03125,270,879.350830078125,-2180.75927734375,smokegrenade_expired,0
76561198124241179,124409,Talevor,354.2652893066406,101,1264.1668701171875,-1864.4869384765625,smokegrenade_expired,0
76561198340888446,129881,MonsTro,354.3110046386719,247,1299.0911865234375,-2067.281005859375,smokegrenade_expired,0
76561198340888446,135071,MonsTro,98.03125,101,-535.783203125,-1019.0722045898438,smokegrenade_expired,0
76561198397576589,135327,AVARA KÉRABA,13.6754150390625,166,-260.29144287109375,-483.6946105957031,smokegrenade_expired,0
76561198100001022,137533,Luiz,258.03125,203,563.8309326171875,-1803.8531494140625,smokegrenade_expired,0
76561198000238678,137721,Erick,100.03125,101,68.88092041015625,-1262.9385986328125,smokegrenade_expired,0
76561198124241179,138029,Talevor,129.2367706298828,287,-68.82023620605469,-2004.026611328125,smokegrenade_expired,0
76561197996437459,138043,【﻿ＰＫ】,89.96530151367188,302,137.1651153564453,-1689.8310546875,smokegrenade_expired,0
76561198340888446,141361,MonsTro,450.03125,483,-1670.9964599609375,-2748.89697265625,smokegrenade_expired,0
76561198397576589,146880,AVARA KÉRABA,26.45274543762207,204,-935.9410400390625,-854.4019775390625,smokegrenade_expired,0
76561198340888446,152631,MonsTro,442.03125,404,-1639.307373046875,-2755.5966796875,smokegrenade_expired,0
76561198000238678,152875,Erick,8.09463119506836,408,-928.7848510742188,-1253.8267822265625,smokegrenade_expired,0
76561198397576589,153097,AVARA KÉRABA,98.03125,101,-382.6907653808594,-923.3616333007812,smokegrenade_expired,0
76561198051880621,154255,Cujura,386.28125,259,-769.3270263671875,-2147.179931640625,smokegrenade_expired,0
76561198340888446,161539,MonsTro,458.03125,303,-1675.354248046875,-2698.60205078125,smokegrenade_expired,0
76561197996437459,169763,【﻿ＰＫ】,482.0023193359375,101,563.053466796875,-2583.542236328125,smokegrenade_expired,0
76561198100001022,170155,Luiz,474.28125,272,630.08203125,-2252.208251953125,smokegrenade_expired,0
76561198421514418,170843,rodrigaoobrabo,482.03125,204,950.3569946289062,-1977.8653564453125,smokegrenade_expired,0
76561198421514418,176977,rodrigaoobrabo,130.03125,161,215.08497619628906,-2056.998291015625,smokegrenade_expired,0
76561198051880621,177405,Cujura,130.03125,247,-966.8563232421875,-1913.885498046875,smokegrenade_expired,0
76561198397576589,177657,AVARA KÉRABA,10.5818510055542,253,-476.0299987792969,-502.2087707519531,smokegrenade_expired,0
76561198340888446,177721,MonsTro,478.98822021484375,271,579.4265747070312,-2998.874267578125,smokegrenade_expired,0
