round,text,tick,event_name
0,#GOTV_Please_Wait_for_Broadcast_to_Start,0,hltv_message
0,#GOTV_Please_Wait_for_Broadcast_to_Start,0,hltv_message
0,#GOTV_Please_Wait_for_Broadcast_to_Start,0,hltv_message
0,#GOTV_Please_Wait_for_Broadcast_to_Start,0,hltv_message
0,#GOTV_Please_Wait_for_Broadcast_to_Start,0,hltv_message
0,#GOTV_Please_Wait_for_Broadcast_to_Start,0,hltv_message
0,#GOTV_Please_Wait_for_Broadcast_to_Start,0,hltv_message
0,#GOTV_Please_Wait_for_Broadcast_to_Start,0,hltv_message
