player_name,player_steamid,event_name,tick,match_id
Cujura,76561198051880621,weapon_zoom,3409,c3ddd683
Talevor,76561198124241179,weapon_zoom,3549,c3ddd683
Cujura,76561198051880621,weapon_zoom,3567,c3ddd683
Talevor,76561198124241179,weapon_zoom,3681,c3ddd683
Erick,76561198000238678,weapon_zoom,16099,c3ddd683
Erick,76561198000238678,weapon_zoom,16257,c3ddd683
Erick,76561198000238678,weapon_zoom,16277,c3ddd683
Erick,76561198000238678,weapon_zoom,17241,c3ddd683
Erick,76561198000238678,weapon_zoom,17473,c3ddd683
Erick,76561198000238678,weapon_zoom,18953,c3ddd683
Erick,76561198000238678,weapon_zoom,19139,c3ddd683
Erick,76561198000238678,weapon_zoom,19523,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,30283,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,31615,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,33287,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,33757,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,34067,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,34225,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,47578,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,47668,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,49930,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,50014,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,50034,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,50878,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,51876,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,53040,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,55741,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,55933,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,56677,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,56867,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,57605,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,57913,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,58505,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,61416,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,61614,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,62036,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,62680,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,63058,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,63200,c3ddd683
rodrigaoobrabo,76561198421514418,weapon_zoom,63220,c3ddd683
