player_name,player_steamid,damage,event_name,tick,round
【﻿ＰＫ】,76561197996437459,17.68014144897461,player_falldamage,10175,0
Talevor,76561198124241179,0.2976190447807312,player_falldamage,15677,0
MonsTro,76561198340888446,23.632522583007812,player_falldamage,38042,0
Erick,76561198000238678,18.154762268066406,player_falldamage,53686,0
【﻿ＰＫ】,76561197996437459,5.775379180908203,player_falldamage,57247,0
Talevor,76561198124241179,0.2976190447807312,player_falldamage,105380,0
Cujura,76561198051880621,6.25,player_falldamage,144872,0
AVARA KÉRABA,76561198397576589,18.154762268066406,player_falldamage,187099,0
