player_name,player_steamid,event_name,tick,round
Siraissi,76561198178993731,player_jump,38096,0
AVARA KÉRABA,76561198397576589,player_jump,38154,0
Connan,76561198026214582,player_jump,38224,0
Connan,76561198026214582,player_jump,38304,0
Erick,76561198000238678,player_jump,38548,0
Erick,76561198000238678,player_jump,38942,0
【﻿ＰＫ】,76561197996437459,player_jump,38994,0
AVARA KÉRABA,76561198397576589,player_jump,39012,0
【﻿ＰＫ】,76561197996437459,player_jump,39034,0
Talevor,76561198124241179,player_jump,39092,0
Talevor,76561198124241179,player_jump,39128,0
Erick,76561198000238678,player_jump,39146,0
【﻿ＰＫ】,76561197996437459,player_jump,39150,0
Siraissi,76561198178993731,player_jump,39156,0
Talevor,76561198124241179,player_jump,39168,0
Talevor,76561198124241179,player_jump,39234,0
Connan,76561198026214582,player_jump,39454,0
Erick,76561198000238678,player_jump,39626,0
Connan,76561198026214582,player_jump,39820,0
AVARA KÉRABA,76561198397576589,player_jump,39884,0
Connan,76561198026214582,player_jump,40184,0
Talevor,76561198124241179,player_jump,40730,0
Luiz,76561198100001022,player_jump,40748,0
AVARA KÉRABA,76561198397576589,player_jump,41744,0
Connan,76561198026214582,player_jump,42126,0
AVARA KÉRABA,76561198397576589,player_jump,42396,0
Luiz,76561198100001022,player_jump,42890,0
Luiz,76561198100001022,player_jump,43462,0
Connan,76561198026214582,player_jump,47290,0
Siraissi,76561198178993731,player_jump,47306,0
Connan,76561198026214582,player_jump,47334,0
Erick,76561198000238678,player_jump,47396,0
rodrigaoobrabo,76561198421514418,player_jump,47476,0
Talevor,76561198124241179,player_jump,47536,0
Cujura,76561198051880621,player_jump,47544,0
Luiz,76561198100001022,player_jump,47558,0
MonsTro,76561198340888446,player_jump,47596,0
Luiz,76561198100001022,player_jump,47598,0
Connan,76561198026214582,player_jump,48232,0
Luiz,76561198100001022,player_jump,48248,0
Erick,76561198000238678,player_jump,48258,0
Luiz,76561198100001022,player_jump,48808,0
Erick,76561198000238678,player_jump,48822,0
Erick,76561198000238678,player_jump,49030,0
Erick,76561198000238678,player_jump,49310,0
Erick,76561198000238678,player_jump,49394,0
AVARA KÉRABA,76561198397576589,player_jump,49454,0
Erick,76561198000238678,player_jump,49486,0
Erick,76561198000238678,player_jump,49574,0
Erick,76561198000238678,player_jump,49674,0
AVARA KÉRABA,76561198397576589,player_jump,49694,0
Erick,76561198000238678,player_jump,49756,0
Erick,76561198000238678,player_jump,49858,0
Erick,76561198000238678,player_jump,49988,0
Erick,76561198000238678,player_jump,50074,0
Erick,76561198000238678,player_jump,50218,0
Erick,76561198000238678,player_jump,50318,0
Erick,76561198000238678,player_jump,50422,0
Talevor,76561198124241179,player_jump,50476,0
Erick,76561198000238678,player_jump,50512,0
Erick,76561198000238678,player_jump,50604,0
Luiz,76561198100001022,player_jump,50696,0
Erick,76561198000238678,player_jump,50700,0
Erick,76561198000238678,player_jump,50798,0
Erick,76561198000238678,player_jump,50880,0
Erick,76561198000238678,player_jump,50980,0
Erick,76561198000238678,player_jump,51074,0
AVARA KÉRABA,76561198397576589,player_jump,51150,0
Erick,76561198000238678,player_jump,51168,0
AVARA KÉRABA,76561198397576589,player_jump,51252,0
Erick,76561198000238678,player_jump,51264,0
AVARA KÉRABA,76561198397576589,player_jump,51312,0
Erick,76561198000238678,player_jump,51362,0
AVARA KÉRABA,76561198397576589,player_jump,51370,0
AVARA KÉRABA,76561198397576589,player_jump,51452,0
Erick,76561198000238678,player_jump,51474,0
AVARA KÉRABA,76561198397576589,player_jump,51516,0
AVARA KÉRABA,76561198397576589,player_jump,51676,0
Erick,76561198000238678,player_jump,51812,0
Erick,76561198000238678,player_jump,51946,0
Talevor,76561198124241179,player_jump,51982,0
Erick,76561198000238678,player_jump,52034,0
Luiz,76561198100001022,player_jump,52100,0
Erick,76561198000238678,player_jump,52134,0
Luiz,76561198100001022,player_jump,52158,0
MonsTro,76561198340888446,player_jump,52262,0
Erick,76561198000238678,player_jump,52274,0
Erick,76561198000238678,player_jump,52374,0
Cujura,76561198051880621,player_jump,52428,0
Erick,76561198000238678,player_jump,52470,0
Erick,76561198000238678,player_jump,52580,0
Erick,76561198000238678,player_jump,52686,0
Connan,76561198026214582,player_jump,52718,0
Erick,76561198000238678,player_jump,52792,0
Erick,76561198000238678,player_jump,52884,0
AVARA KÉRABA,76561198397576589,player_jump,53036,0
Cujura,76561198051880621,player_jump,53048,0
Cujura,76561198051880621,player_jump,53112,0
AVARA KÉRABA,76561198397576589,player_jump,53162,0
Erick,76561198000238678,player_jump,53310,0
Erick,76561198000238678,player_jump,53578,0
Connan,76561198026214582,player_jump,55575,0
rodrigaoobrabo,76561198421514418,player_jump,55577,0
Connan,76561198026214582,player_jump,55641,0
Siraissi,76561198178993731,player_jump,55643,0
Siraissi,76561198178993731,player_jump,55697,0
Talevor,76561198124241179,player_jump,55819,0
AVARA KÉRABA,76561198397576589,player_jump,55895,0
Connan,76561198026214582,player_jump,55949,0
Cujura,76561198051880621,player_jump,56377,0
AVARA KÉRABA,76561198397576589,player_jump,56391,0
MonsTro,76561198340888446,player_jump,56413,0
【﻿ＰＫ】,76561197996437459,player_jump,56501,0
AVARA KÉRABA,76561198397576589,player_jump,56631,0
Erick,76561198000238678,player_jump,56751,0
Erick,76561198000238678,player_jump,56969,0
rodrigaoobrabo,76561198421514418,player_jump,57025,0
【﻿ＰＫ】,76561197996437459,player_jump,57055,0
AVARA KÉRABA,76561198397576589,player_jump,57089,0
【﻿ＰＫ】,76561197996437459,player_jump,57101,0
【﻿ＰＫ】,76561197996437459,player_jump,57175,0
Erick,76561198000238678,player_jump,57177,0
Connan,76561198026214582,player_jump,57189,0
Cujura,76561198051880621,player_jump,57193,0
AVARA KÉRABA,76561198397576589,player_jump,57207,0
AVARA KÉRABA,76561198397576589,player_jump,57377,0
Cujura,76561198051880621,player_jump,57379,0
